id,paper_text
1496," Adv. rigidly ~  Adj. not easy to bend; firm, inflexible ~  Syn. stiff
 سخت، سفت و محکم، جدى، جامد، صلب

-The teacher was very rigid In His ideas about class attendance.
-The radiance of The fire prevented The firefighters From entering The house."
1497," Adv. regularly, usually donen. routine ~  Adj. routine ~  Syn. ordinarily
 روزمره‌، كار عادی‌، جریان‌ عادی‌، عادت‌ جاری‌

-She routinely gets a physical examination.
-The mountain ridge was heavily forested."
1498,"V. suffice ~  Adv. enough, in a satisfying mannern. sufficiency ~  Adj. sufficient ~  Syn. adequately
 به قدر کفایت

-Jenny is sufficiently mature to make Her own decisions.
-The span of The bridge is three miles."
1499,"V. view ~  Adv. can be seen power of imagination or wisdom, especially with regard to the futuren. vision ~  Adj. visible, visionary ~  Syn. noticeably
 بطور مرئى

-Ken was visibly upset about His performance evaluation.
-The crowd reacted spontaneously to The danger."
1500," Adv. appropriatelyn. appropriateness ~  Adj. correct or good for the purpose ~  Syn. proper
 اختصاص دادن، براى خود برداشتن، ضبط کردن، درخور، مناسب، مقتضى

-It is not appropriate to cheat on tests.
-water streamed From The dam as workers attempted to make The repairs."
1501,"V. to make more easily understood, to make clear n. clarification  ~  Syn. explain
 تصفیه شدن، صاف کردن یا شدن، روشن کردن، واضح کردن، توضیح دادن

-Chapter 2 in the textbook clarifies the process of osmosis.
-that was a strikingly convincing argument that The speaker delivered."
1502,"V. to prevent from being seen or discovered n. concealment  ~  Syn. hide
 پنهان کردن، نهان کردن، نهفتن

-The students concealed Their feelings about The course.
-emotional problems are apt to damage personal relationships."
1503,"V. to make certain, given support n. confirmation ~  Adj. confirmed ~  Syn. prove
 تایید کردن، تصدیق کردن، تثبیت کردن

-The director confirmed that The meeting would be on The tenth.
-The lawyer was demonstrative In making His impassioned plea before The jury."
1504," Adv. in an unchanging manner; happening all the time ~  Adj. constant ~  Syn. continually
 دائماً، ازروى ثبات، بدون تغییر

-Philosophy constantly questions The nature of Human existence.
-Good style, punctuation and grammar are important ingredients of a Good essay."
1505," Adv. convenientlyn. convenience ~  Adj. easy to reach, near; suitable to one's needs ~  Syn. practical
 راحت، مناسب

-The student union is convenient to The physical sciences building.
-Reflexes are involuntary reactions to external stimuli."
1506," n. core ~  Adj. the central or most important part ~  Syn. chief
 هسته، مغز ودرون هرچیزى، رشته سیم، هسته سنگ، هسته یا دیوار هسته اى، مغزى،

-The core of The curriculum consists of courses that are required of all students.
-The weather was marvelous for an afternoon get-together In The park."
1507,"V. critique ~  Adv. criticallyn. criticism, critic ~  Adj. very serious or requiring careful judgment; finding fault ~  Syn. dangerous
 خطرناک، حساس، مهم، حیاتى، شاخص، بحرانى، وخیم، نکوهشى، منتقدانه

-It is critical to follow The directions for The experiment exactly as The instructor indicates.
-a yardstick is used to measure lengths up to three feet."
1508,"V. to change from the original shape or condition, usually in an unnatural way n. distortion ~  Adj. distorted ~  Syn. deform
 شکسته شدن، خمیدن، بد شکل کردن، کج کردن، تحریف کردن، ازشکل طبیعى انداختن

-Time and space are distorted When traveling at The speed of light.
-The Broadway play was moderately successful."
1509,"V. diversify ~  Adv. diverselyn. diversity ~  Adj. various; distinct from others ~  Syn. Different
 متضاد، متنوع، مخالف، گوناگون، مختلف، متغیر، متمایز

-Freud had Many diverse interests In psychology.
-The Moon rock is an oddity available at The museum for all to view."
1510,"V. prosper ~  Adv. prosperouslyn. prosperity ~  Adj. successful, wealthy ~  Syn. thriving
 شکوفا، پررونق، کامیاب، موفق، کامکار

-In the early 1900s, San Francisco was a prosperous city.
-In order to perceive something visually, light must be reflected from the object's surface."
1511," Adv. purposely, done for a special reasonn. purpose ~  Adj. purposeful ~  Syn. deliberately
 با داشتنِ مقصود

-The course syllabus was designed purposefully to be easy to follow.
-The stockbroker's supposition is that the economy will improve."
1512,"V. to uncover, to expose ~  Adv. revealinglyn. revelation ~  Adj. revealing ~  Syn. disclose
 آشکار کردن، فاش کردن، معلوم کردن

-The president revealed Some of His ideas before he gave His speech.
-The trees could not sustain The attack of The locusts."
1513," Adv. almost notn. scarcity ~  Adj. scarce ~  Syn. hardly
 به دشوارى، زورکى

-The woman scarcely spoke a word of English.
-I think This painting symbolizes The universal themes of humanity."
1514,"V. theorize ~  Adv. according to a reasoned, but not proven, point of viewn. theory ~  Adj. theoretical ~  Syn. hypothetically
 از لحاظ فرض علمى

-His argument was theoretically appealing but not realistic.
-Vitamins are synthetically produced."
1515,"V. to go faster n. acceleration, accelerator  ~  Syn. hasten
 تسریع کردن، تند کردن، شتاب دادن، بر سرعت( چیزى )افزودن، سرعت دادن، سرعت گرفتن، تند شدن، تندتر شدن

-The action of molecules accelerates When They are heated.
-The solution to This problem can be tangibly demonstrated."
1516,"V. crack n. a thin opening caused by breaking, a flaw  ~  Syn. fracture
 ترک خوردن، شکستگى، پریدگى، رخنه، ترک، ضربت، تولید صداى ناگهانى وبلند کردن، شکاف برداشتن، ترکیدن

-Cracks In The ice allowed for fishing.
-The government is tightening The regulations on The Use of seat belts."
1517,"V. to make something new ~  Adv. creativelyn. creation, creator, creativity, creativeness ~  Adj. creative ~  Syn. produce
 خلق شدن، آفریدن، ایجاد کردن

-Thomas Edison created numerous inventions.
-The shortage of work aggravated The crisis In The Small town."
1518,"V. to move slowly and quietly close to the ground; to begin to happen  ~  Adj. creeping ~  Syn. crawl
 مرحله به مرحله جلو رفتن، وارفتگى، خزیدن، مورمور شدن، وارفتگى بتن، چهار دست و پا رفتن

-Some mistakes are beginning to creep into His work.
-His amusing comment made Everyone laugh."
1519,"V. to press together so as to completely distort the shape or nature of the object n. crush ~  Adj. crushing ~  Syn. grind
 مچاله کردن، سانحه هوایى، تصادف کردن، له کردن، خرد کردن، فشردن، پیروزشدن بر

-The machine crushes Corn to produce Corn meal.
-It is conceivable that humans Will travel to distant planets one day."
1520,"V. to plant and raise a crop; to encourage growth of a relationship or friendship n. cultivation ~  Adj. cultivated ~  Syn. grow
 کِشت کردن، زراعت کردن، ترویج کردن

-The professionals had common interests that allowed them to cultivate a working relationship With each other.
-The conversion From Fahrenheit to centigrade can be easily made."
1521,"V. to state demands with the power to enforce n. dictator ~  Adj. dictatorial ~  Syn. impose
 دستور دادن، دیکته کردن، با صداى بلند خواندن، امر کردن

-The workers were not In a position to dictate demands to management.
-There is No simple cure for The ills of society."
1522,"V. to hear, see, or recognize differences  ~  Adj. distinguishable, distinguished, distinguishing ~  Syn. discriminate
 تشخیص دادن، دیفرانسیل گرفتن، دیدن، مشهورکردن

-Some people cannot distinguish colors well.
-The patient's debility restricted him to the room."
1523," n. a small sign of damage that makes an item imperfect ~  Adj. flawed ~  Syn. defect
 نقص، مو برداشتن، درز، رخنه، خدشه، عیب دار کردن، ترک برداشتن، تند باد، آشوب ناگهانى

-There is a flaw In His theory.
-The depletion of the Earth's oil reserves poses a threat to our current style of life."
1524,"V. harvest n. the act of collecting a crop; the crops gathered ~  Adj. harvested ~  Syn. harvest
 نتیجه، حاصل، محصول، هنگام درو، وقت خرمن، درو کردن وبرداشتن

-The United States had a comparatively Good grain harvest This year.
-is There a finite number of Stars In The universe?"
1525,"V. to show, as in a mirror n. mirror  ~  Syn. reflect
 آیینه، درآینه منعکس ساختن، بازتاب کردن

-The results of The study mirror public opinion.
-Porpoises are very perceptive mammals."
1526,"V. to gain or secure something  ~  Adj. obtainable ~  Syn. gain
 بدست آوردن ،فراهم کردن ،گرفتن، احراز

-The university obtained a new particle accelerator.
-We secured all of The doors of The lab before leaving."
1527," n. a very small piece of something  ~  Syn. fragment
 خرده، ریزه، ذره، لفظ، حرف

-Particles of dust can destroy electronic instruments.
-This product has The highest toxicity of any known to science."
1528,"V. to establish a home; to resolve a disagreement n. settlement ~  Adj. settled ~  Syn. colonize
 نشاندن، قرار دادن، تصفیه کردن، فرو کردن، جا دادن، ماندن، ساکن کردن، واریز کردن، تصفیه کردن، معین کردن، ته نشین شدن، تصفیه حساب کردن

-people arriving From The south settled In California.
-His tranquil manner of expression made us all feel more secure."
1529,"V. to move from one place to another n. transportation ~  Adj. transportable, transported ~  Syn. carry
 نقل و انتقال، حمل و نقل، بردن، حمل کردن، از خود بیخودشدن، از جا در رفتن، بارکش، وسیله نقلیه، ترابرى، حامل

-Flying is not always The fastest way to transport passengers to Their destination.
-The trapped animals were released After being tagged by The wildlife conservationists."
1530," Adv. accuratelyn. accuracy ~  Adj. careful and exact ~  Syn. precise
 درست، دقیق، صحیح

-She was able to make accurate observations With The new telescope.
-It is undeniable that he has skill, but he needs to show more initiative."
1531,"V. to place into groups according to type n. classification ~  Adj. classified ~  Syn. to place into groups according to type
 رده بندى کردن، دسته بندى کردن، طبقه بندى کردن

-Biologists classify life forms into Many phyla.
-The treasurer underestimated The cost of The new furniture."
1532," n. monetary unit  ~  Syn. money
 پول قانونى و رایج هر کشور، وجه، ارز، جدید بودن نقشه، پول نقد، پول رایج، رواج، انتشار

-The purchase must be paid for In The national currency
-The promotion he received was an acknowledgment of His excellent work."
1533,"V. deepen ~  Adv. deeplyn. depth ~  Adj. far below the surface; complete understanding ~  Syn. thorough
 گود، ژرف، عمیق

-Lake Baikal is The deepest Lake In The world.
-The office's most recent acquisition was a new photocopier."
1534," Adv. denselyn. density ~  Adj. closely packed or crowded, difficult to see through  ~  Syn. thick
 چگال، غلیظ، متراکم، انبوه، احمق، خنگ

-The boating accident was caused by The dense fog.
-Assimilation of a new cultural environment can be difficult."
1535,"V. to count on; to be supported by ~  Adv. dependablyn. dependence, dependency, dependent ~  Adj. dependable ~  Syn. trust
 وابسته بودن به، مربوط بودن به، منوط بودن به، توکل کردن به

-The farmers depend on rain to produce a Good harvest.
-he bought a box of assorted books at The book fair."
1536,"V. dim ~  Adv. dimlyn. dimness ~  Adj. not bright or clear ~  Syn. faint
 کم نور، تاریک، تار، مبهم

-The light was too dim for studying.
-Only parts of The highest caliber can be used to make repairs on The spacecraft."
1537,"V. to show, reveal n. display  ~  Syn. exhibit
 نمایشگر، صفحه نمایش، در معرض نمایش، نشان دادن، آشکارکردن، نمایش، تظاهر، جلوه، نمایاندن

-The model displayed The details of The Human hand.
-Try to condense The two chapters into one."
1538,"V. export n. products sold abroad ~  Adj. exported ~  Syn. foreign sales
 کالاهاى صادراتى، صدور، صادر کردن، بیرون بردن، کالاى صادره، صادرات

-Until recently the United States' exports exceeded its imports.
-The expert contradicted himself during His presentation."
1539," Adv. gigantically ~  Adj. very large ~  Syn. enormous
 غول پیکر

-Reaching The Moon was a gigantic step In space exploration for mankind.
-His disregard of The lab instructions caused him to make Many errors."
1540,"V. impress ~  Adv. impressivelyn. impression ~  Adj. causing admiration because of an object's importance, size, or quality ~  Syn. imposing
 مؤثر، برانگیزنده احساسات، گیرا

-Lincoln's power of persuasion was impressive
-The precious stone was one of a kind."
1541,"V. last  ~  Adj. forever, without end ~  Syn. enduring
 دیرپاى، بادوام، ماندنى، ثابت، پاینده، پایا

-Kennedy left a lasting impression on The people who heard His inaugural address.
-he gained prominence Through His television appearances."
1542,"V. treasure n. the agency that controls and spends money; a collection of valued things ~  Adj. treasured ~  Syn. bank
 خزانه دارى، گنجینه، گنج، خزانه

-The treasury was under pressure to lower interest rates.
-The project team made a requisition for a new set of reference books."
1543," Adv. uniformlyn. uniformity ~  Adj. every part being the same. ~  Syn. consistent
 لباس فرم، اونیفرم، لباس متحدالشکل، یک شکل، یکسان، متحد الشکل، یکنواخت کردن

-Bread has a uniform texture.
-The unraveling of The Soviet union took place In The span of a few months."
1544," Adv. vibrantlyn. vibrancy ~  Adj. lively, powerful, full of action, bright ~  Syn. brilliant
 مرتعش ،لرزان ،به تپش در امده ،در حال جنبش ،تکریرى ،پرطراوت و چالاک

-His vibrant personality made him well liked by everyone.
-The vagueness of His directions caused us to get lost."
1545," Adv. distinctlyn. distinct ~  Adj. distinctive, clearly noticed; different ~  Syn. definite
 مشخص، مجزا، جدا، واضح، شمرده، ممتاز

-There was a distinct aroma of coffee In The restaurant.
-Unfortunately, The water quality has deteriorated vastly since my last visit here."
1546,"V. dominate ~  Adv. dominantlyn. domination ~  Adj. primary or principal; having or exercising control over something ~  Syn. major
 حاکم، حکم فرما، سلطه گر، چیره، مسلط، نافذ، غالب، برجسته، نمایان، عمده، مشرف، متعادل، مقتدر، مافوق، برتر

-The dominant life forms of The paleozoic era lived In The water.
-This voluminous report Will erase your doubt about The financial condition of The company."
1547," n. dormitory ~  Adj. not growing or producing; asleep ~  Syn. inactive
 خوابیده، ساکت، وسیله تأخیرى

-The volcano had been dormant for hundreds of years before The eruption last month.
-John F. Kennedy was known for His charismatic personality."
1548," Adv. drablyn. drabness ~  Adj. lacking color; uninteresting, boring ~  Syn. colorless
 یکنواخت وخسته کننده، خاکسترى، کسل کننده، زن شلخته، فاحشه،

-Their clothing was quite drab
-His cleverness enabled him to rise quickly In The organization."
1549,"V. dramatize ~  Adv. dramaticallyn. drama ~  Adj. something that captures the imagination;exciting ~  Syn. emotional
 چشمگیر، نمایشى، مهیّج

-The dramatic finish to The game left us speechless.
-The video made a convincing argument for The recycling of paper and plastic materials."
1550,"V. elaborate ~  Adv. elaboratelyn. elaboration ~  Adj. something with a large number of parts; full of details ~  Syn. complex
 پرکار، استادانه درست شده، بزحمت درست شده، به زحمت ساختن، داراى جزئیات

-an elaborate headdress indicated rank within The Aztec community.
-The endurance displayed by The athlete gave evidence of His rigorous training."
1551," Adv. exceptionally ~  Adj. unusual in a positive way ~  Syn. phenomenal
 استثنایى

-The orchestra's performance was exceptional
-The forfeit occurred Because not enough players showed up."
1552," Adv. hazardouslyn. hazard ~  Adj. very risky, unsafe ~  Syn. dangerous
 اتفاقى، تصادفى، مضر، زیان آور، پرخطر، معاملات قمارى

-Handling flammable liquids is hazardous
-The cup was positioned precariously on The edge of The table."
1553," n. minitia ~  Adj. minute, of little consequence; very small  ~  Syn. tiny
 خرد، حرف کوچک

-The sale of The building had a minuscule effect on The profits of The corporation.
-The severity of His condition Will not be known Until The test results are studied."
1554,"V. to make ready;&nbsp;&nbsp;first in importance or in time n. prime ~  Adj. primed, prime ~  Syn. prepare
 مهمترین، راه انداختن، گرم کردن موتور، اول، زبده، درجه یک، آغاز، بهار جوانى، کمال، اصلى، برجسته، مجهز ساختن، تحریک کردن

-The directors primed The actors before The performance.
-violent storms occur sporadically In The southwest."
1555," n. rudiment ~  Adj. simple; not complex ~  Syn. basic
 اولیه، بدوى، ابتدایى

-he has a rudimentary knowledge of computers.
-The restaurant's superiority was established shortly after it opened."
1556," Adv. sensitivelyn. sensitivity ~  Adj. easily affected ~  Syn. delicate
 مهم، حساس، نفوذ پذیر، داراى حساسیت

-Film varies according to its sensitivity to light.
-The jealous man was wantonly impolite to The winner."
1557," Adv. superficially ~  Adj. simple; not deep; near the surface ~  Syn. shallow
 سطحى، سرسرى، ظاهرى

-The inspector determined that The crack In The bridge was Only superficial
"
1558,"V. terrify ~  Adv. terrifyingly ~  Adj. filled with fear ~  Syn. frightening
 وحشت زده کردن

-to be In a violent storm is a terrifying experience.
"
1559," Adv. vigorouslyn. vigor ~  Adj. powerful, full of action ~  Syn. strong
 پرزور، نیرومند، زورمند، قوى، شدید

-His vigorous defense of The issues impressed everyone.
-most people have at least one area of weakness."
1560," n. something that makes life easier or more enjoyable  ~  Syn. convenience
 سازگارى، مطبوعیت، نرمى، ملایمت

-She had all The amenities of home When She went camping.
-The political influence of The developed countries of The world is widespread."
1561,"V. to put an end to the existence of something ~  Adv. destructivelyn. destructiveness, destruction, destroyer ~  Adj. destructive ~  Syn. ruin
 تلف کردن، تخریب کردن، خراب کردن، ویران کردن، نابود ساختن

-The factory was destroyed by The fire.
-It was a wise decision for you to buy a car."
1562,"V. to cause to move in many different directions  ~  Adj. dispersed ~  Syn. circulate
 پراکنده شدن، متفرق شدن، پراکنده کردن، متفرق ساختن، متفرق کردن

-The high winds and rain dispersed The crowd.
-Mark Twain was famous for His sharp wit."
1563,"V. dwell n. dweller, where people live  ~  Syn. house
 خانه، منزلگاه، منزل کردن، پیاده شدن براى استراحت، مسکن

-Cave-like dwellings have been discovered throughout The world.
-The opponents of The proposed highway wooed nearby residents to defend Their position."
1564," n. element, a part of the whole environment ~  Adj. elemental ~  Syn. component
 عامل اصلى، عنصر عملیاتى، رکن، سازه برقى، عنصر( شیمیایى)، اصل، محیط طبیعى، عامل

-City dwellers are out of Their element In The country.
-you should not Try to answer The question superficially."
1565,"  ~  Adj. simple in structure, easy to do ~  Syn. primary
 بنیادى، مقدماتى، ابتدایى، اصلى

-The solution to The problem was actually quite elementary
-They are terrified by dogs."
1566,"V. to remove, free oneself of something n. elimination ~  Adj. eliminated ~  Syn. delete
 زدودن، حذف کردن، محو کردن، رفع کردن، برطرف کردن

-mistakes must be eliminated before you hand In a term paper.
-Everyone looked for shelter from the blazing sun.""color:#0000ff;"""">shelter from the blazing sun."
1567,"V. to show that something is especially important or exceptional ~  Adv. emphaticallyn. emphasis ~  Adj. emphatic ~  Syn. highlight
 باقوت تلفظ کردن، تایید کردن، اهمیت دادن، نیرو دادن به

-The Professor emphasized certain aspects of The historical period.
"
1568,"V. to make a circle around  ~  Adj. encircled ~  Syn. surround
 محاصره کردن، دورگرفتن، احاطه کردن، حلقه زدن، دورچیزى گشتن، دربرداشتن

-The players encircled Their coach After winning The big game.
"
1569," Adv. erratically ~  Adj. no regular pattern in thinking or movement; changeable without reason ~  Syn. inconsistent
 نامنظم، سرگردان، غیرمعقول، غیرقابل پیش بینى، دمدمى مزاج

-The artist's paintings have an erratic qualify, some being excellent, and others mediocre.
"
1570,"V. to make something more than what it is n. exaggeration ~  Adj. exaggerated ~  Syn. overstate
 اغراق آمیز کردن، مبالغه کردن در، گزافه گویى کردن

-The federal government exaggerated The success of its programs.
"
1571,"V. to say; relate in written form n. mention ~  Adj. mentioned ~  Syn. remark
 تذکر، یادآورى، نام بردن، ذکر کردن، اشاره کردن

-Theater-goers often mention that They enjoy watching movies on a large screen.
"
1572," n. a place where boats arrive to take on or unload cargo and passengers  ~  Syn. dock
 اسکله، ستون، جرز، موج شکن، پایه پل، لنگرگاه

-The submarine arrived at The pier on time.
"
1573," n. prevalence ~  Adj. existing widely or commonly ~  Syn. commonplace
 رایج، شایع، متداول، مرسوم، برتر

-Comfortable trade winds are prevalent In The Caribbean islands.
"
1574,"V. to allow to come out; to give freedom n. release  ~  Syn. free
 آزاد سازى، خارج کردن، واگذار کردن، بخشودگى، رهایى، ترخیص، بخشش

-a new movie was just released
"
1575,"V. to be useful or helpful ~  Adv. beneficiallyn. benefit, beneficiary ~  Adj. beneficial ~  Syn. assist
 سود بردن، مزایا، نفع، منفعت، استفاده، فایده رساندن، مفید بودن، فایده بردن

-Use of solar power Will benefit all mankind.
"
1576," Adv. blindlyn. blindness ~  Adj. unable to see or understand, to conceal;showing poor judgment or understanding ~  Syn. unaware
 چراغ چشمک زن، چراغ اعلام خطر، کور، تاریک، ناپیدا، غیر خوانایى، بى بصیرت، کورکردن، خیره کردن ،پناه، سنگر، هرچیزى که مانع عبور نور شود، پرده

-They were blind to The fact that They had little chance to succeed.
"
1577,"V. to make larger or greater ~  Adv. broadlyn. breadth ~  Adj. broad ~  Syn. enlarge
 پهن کردن، وسیع کردن، منتشر کردن

-Education Will broaden your opportunities to land a Good job.
"
1578,"V. grow at a fast pace  ~  Adj. burgeoning ~  Syn. thrive
 جوانه زدن، درآمدن، شروع به رشدکردن

-The burgeoning population of major cities is creating a demand for more services.
"
1579," Adv. attracting attention ~  Adj. conspicuous ~  Syn. noticeably
 واضحاً، به طور مشخص

-His name was conspicuously absent From The list of winners.
"
1580,"V. to ask for something in a strong way ~  Adv. demandinglyn. demand ~  Adj. demanding ~  Syn. insist
 درخواست کردن، خواستارشدن، طلب، تقاضا کردن، تقاضا، نیاز، مطالبه کردن

-She demanded to know The truth.
"
1581,"V. to express approval n. endorsement  ~  Syn. support
 پشت نویسى کردن، امضاء کردن

-The union endorsed The new contract.
"
1582," Adv. enormouslyn. enormity ~  Adj. very large ~  Syn. Tremendous
 بزرگ، عظیم، هنگفت

-His enormous wealth allows him to contribute to Many charities.
"
1583," Adv. completelyn. entirety ~  Adj. entire ~  Syn. Thoroughly
 کاملا، کلاً، سراسر

-They are entirely right about The economy.
"
1584,"V. to wear away, disappear slowly n. erosion  ~  Syn. deteriorate
 فرسودن، ساییدن، فاسدکردن، ساییده شدن

-The senator's support is eroding because of his unpopular positions on the major issues.
"
1585,"V. to vanish n. evaporation  ~  Syn. disappear
 تبخیر شدن، تبخیر کردن، خشک کردن، بربادرفتن

-The chances of The two sides Reaching an agreement have evaporated
"
1586,"V. to get back; to have something returned n. recovery ~  Adj. recovered, recoverable ~  Syn. retrieve
 جمع اورى کردن، نجات دادن، به حالت اول درآمدن، دوباره بدست آوردن، ترمیم شدن، بهبود یافتن، بهوش آمدن، دریافت کردن

-The NASA team was unable to recover The space capsule.
"
1587,"V. report ~  Adv. to know by report; unconfirmed; supposedlyn. report ~  Adj. reported ~  Syn. Rumored
 شایعه، شایعه گفتن و یا پخش کردن

-The students reportedly sent a representative, but She has not arrived yet.
"
1588,"V. shift n. change in position or direction ~  Adj. shifting, shifty ~  Syn. Switch
 کلید مبدل، تغییر دادن، شیفت کار، جابجائى، تغییر جهت ، تعویض کردن، تغییر مکان دادن، انتقال دادن، نوبت کار

-The shift In The wind was helpful to The sailors.
"
1589,"V. to experience difficulty; to worsen in quality; to experience pain n. suffering, sufferer ~  Adj. suffering ~  Syn. endure
 اجازه دادن، زحمت، زیان دیدن، تحمل کردن، تن در دادن به، رنج بردن

-The old man suffers From loss of memory.
"
1590," Adv. crucially ~  Adj. of great importance; extremely necessary ~  Syn. critical
 وخیم، بسیار سخت، قاطع

-Favorable weather is crucial to a Good harvest.
"
1591," n. a very important or famous person, usually associated with a high position in government  ~  Syn. notable
 شخص بزرگ، عالى مقام

-Every dignitary In Washington was invited to The wedding.
"
1592,"V. to escape in a tricky way n. elusiveness ~  Adj. elusive ~  Syn. evade
 اجتناب کردن از، طفره زدن، دورى کردن از

-The criminal has eluded The police for months.
"
1593," Adv. evidentlyn. evidence ~  Adj. easy to see, usually because of some proof ~  Syn. apparent
 بدیهى، آشکار، مشهود

-It is evident that you are not feeling.
"
1594,"V. to use completely; to expend all energy; very thorough ~  Adv. exhaustivelyn. exhaustion ~  Adj. exhaustive, exhausting, exhausted ~  Syn. deplete
 تخلیه کردن، لوله اگزوز، خروج گاز یا بخار، تمام شدن انرژى، تهى کردن، خسته کردن، ازپاى در آوردن، تمام کردن، بادقت بحث کردن

-They exhausted their energy in 10 minutes.
"
1595,"V. extend ~  Adv. extensivelyn. extension ~  Adj. large in area or number to offer; to make longer.&nbsp;&nbsp;an extending; an additional part ~  Syn. comprehensive
 شدید، زیاد، پهن، عریض، گسترده، پهناور، وسیع، بزرگ

-The extensive snowfall caused problems throughout The city.
"
1596," Adv. very; to the very end, the highest extentn. extreme, extremist ~  Adj. extreme, extremist ~  Syn. highly
 بشدت، به افراط

-When The concert was canceled, Some customers became extremely upset.
"
1597,"V. to be in the presence of an oppose   ~  Syn. confront
 پیشانى، رخ، رخسار، صورت، نما، مواجه شدن، چهره، طرف، سمت، وجه ،ظاهر، منظر، روبروایستادن، مواجه شدن، رویاروى شدن

-The mountain climbers faced grave danger on The cliff.
"
1598," n. element or component ~  Adj. faceted ~  Syn. aspect
 صورت کوچک، تراش، شکل، منظر، بند، مفصل

-The proposal had Many beneficial facets
"
1599," Adv. heroicallyn. heroine (female), heroics, a person remembered for an act of goodness or bravery ~  Adj. heroic ~  Syn. idol
 قهرمان، دلاور، پهلوان داستان

-he is a hero In The eyes of His admirers.
"
1600," Adv. inaccessiblyn. inaccessibility ~  Adj. something that cannot be reached or communicated with ~  Syn. remote
 ارتباط ناپذیر، خارج از دسترس

-The summit of The mountain was inaccessible
"
1601," Adv. in a clear, easy to understand way ~  Adj. obvious ~  Syn. evidently
 بطورآشکار یا معلوم، بدیهى است که

-It had obviously rained.
"
1602,"V. predict ~  Adv. in a way that foretells future eventsn. prediction ~  Adj. predictable ~  Syn. expectedly
 پیشگویى کردن، پیش بینى کردن

-She predictably forgot to do Her assignment.
"
1603,"V. to find the answer n. solution  ~  Syn. resolve
 حل کردن، رفع کردن، گشادن، باز کردن

-They solved The problem In a way that benefited The entire neighborhood.
"
1604,"V. suit ~  Adv. suitably ~  Adj. appropriate, correct; convenient ~  Syn. appropriate
 درخورد، مناسب، شایسته، فراخور

-Her dress was not suitable for The occasion.
"
1605," Adv. amply ~  Adj. more than enough ~  Syn. sufficient
 فراخ، پهناور، وسیع، فراوان، مفصل، پر، بیش از اندازه

-There is ample evidence that The young man was speeding When The accident occurred.
"
1606,"  ~  Adj. having little rain or water ~  Syn. dry
 کم آب، خشک، بایر، لم یزرع، خالى، بیمزه، بیروح، بى لطافت

-The area known as The Sahara Desert is one of The most arid place In The world.
"
1607,"V. to miss or keep away from n. avoidance ~  Adj. avoidable ~  Syn. avert
 دورى کردن از، احتراز کردن، اجتناب کردن، طفره رفتن از، موقوف کردن

-She could not avoid letting Her feelings show.
"
1608,"V. to show little fear or regard for rules or established norms; to challenge ~  Adv. defyingly ~  Adj. defying ~  Syn. resist
 به مبارزه طلبیدن، تحریک جنگ کردن

-I defy you to find that book in the library's collection.
"
1609,"V. to pass a law n. enactment ~  Adj. enacted ~  Syn. Legislate
 بصورت قانون درآوردن، وضع کردن(قانون )، تصویب کردن، نمایش دادن

-Congress enacted The legislation during its last session.
"
1610," Adv. evenlyn. evenness ~  Adj. regular, smooth; in equal parts ~  Syn. Equitable
 مسطح، تراز، مساوى، هموارکردن، صاف کردن، واریز کردن، اعداد جفت، عدد زوج

-The sound isn't even turn up the left speaker.
"
1611,"V. to pretend, make believe  ~  Adj. feigned ~  Syn. simulate
 وانمود کردن، بخود بستن، جعل کردن

-She feigned illness When It was Time to visit The dentist.
"
1612,"V. fertilize n. fertility, fertilizer ~  Adj. able to produce abundantly ~  Syn. Rich
 حاصلخیز، پرثمر، بارور، پربرکت

-The delta areas of rivers are known for Their fertile soil.
"
1613,"V. freshen ~  Adv. caught or produced not long agon. freshness ~  Adj. fresh ~  Syn. recently
 به تازگى، از روى بى تجربگى، با نفس یا نیروى تازه

-Freshly harvested produce is hard to find In The winter months.
"
1614,"V. function ~  Adv. functionallyn. the normal purpose of something ~  Adj. functional ~  Syn. Role
 طرزکار، کارایى، فعالیت، تابع، پیشه، مقام، ماموریت، عمل کردن، کارکردن، وظیفه داشتن، آیین رسمى

-It is The function of The director to organize and lead The department.
"
1615," Adv. fundamentally ~  Adj. a primary or basic element ~  Syn. essential
 ابتدایى، پایه اى، اصولى، اساسى، اولیه، اساس، اصلى، بنیادى

-The student government promised fundamental changes In The registration process.
"
1616," Adv. indiscriminately ~  Adj. not chosen carefully; unplanned ~  Syn. arbitrary
 یکسره، ناشى از عدم تبعیض، خالى از تبعیض

-The indiscriminate arrangement of The products made The store confusing.
"
1617,"V. select ~  Adv. selectivelyn. selection, selectivity ~  Adj. select, carefully chosen ~  Syn. discriminating
 برگزیننده، انتخابى، گزینشى، انتخاب کننده، داراى حسن انتخاب

-They were very selective When They chose The members of The academic team.
"
1618," n. space, spaciousness ~  Adj. spaciously, having a lot of room ~  Syn. expansive
 فراخ، جادار، وسیع، جامع، گشاد، مفصل

-The spacious plains of the Midwest make up the nation's breadbasket.
"
1619,"V. to fight without surrender; to persist   ~  Syn. survive
 تاب آوردن، مقاومت کردن با، ایستادگى کردن در برابر، تحمل کردن، مخالفت کردن، استقامت ورزیدن

-She cannot withstand The pressures of Her job.
"
1620," n. durability, duration ~  Adj. something that lasts a long time&nbsp;&nbsp;time during which something lasts ~  Syn. sturdy
 پایدار، باودام، پایا، دیرپاى

-It was a durable refrigerator, but It finally broke.
"
